date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref
2023-08-11T17:30:00Z,1,almería,rayo vallecano,0,2,0,2,2,rayo vallecano,almería,javier alberola rojas
2023-08-11T20:00:00Z,1,sevilla fc,valencia,1,2,0,0,1,valencia,sevilla fc,josé sánchez martínez
2023-08-12T15:00:00Z,1,real sociedad,girona,1,1,1,0,0,draw,draw,francisco hernández maeso
2023-08-12T17:30:00Z,1,las palmas,mallorca,1,1,1,0,0,draw,draw,víctor garcía verdura
2023-08-12T19:30:00Z,1,athletic,real madrid,0,2,0,2,2,real madrid,athletic,jesús gil manzano
2023-08-13T15:00:00Z,1,celta,osasuna,0,2,0,1,2,osasuna,celta,pablo gonzález fuertes
2023-08-13T17:30:00Z,1,villarreal,real betis,1,2,0,1,1,real betis,villarreal,miguel ortiz arias
2023-08-13T19:30:00Z,1,getafe,barça,0,0,0,0,0,draw,draw,césar soto grado
2023-08-14T17:30:00Z,1,cádiz cf,alavés,1,0,1,0,1,cádiz cf,alavés,isidro díaz de mera
2023-08-14T19:30:00Z,1,atleti,granada,3,1,1,0,2,atleti,granada,juan pulido santana
2023-08-18T17:30:00Z,2,mallorca,villarreal,0,1,0,0,1,villarreal,mallorca,javier alberola rojas
2023-08-18T19:30:00Z,2,valencia,las palmas,1,0,0,0,1,valencia,las palmas,javier iglesias villanueva
2023-08-19T15:00:00Z,2,real sociedad,celta,1,1,1,0,0,draw,draw,miguel ortiz arias
2023-08-19T17:30:00Z,2,almería,real madrid,1,3,1,1,2,real madrid,almería,josé sánchez martínez
2023-08-19T19:30:00Z,2,osasuna,athletic,0,2,0,2,2,athletic,osasuna,josé munuera montero
2023-08-20T17:00:00Z,2,girona,getafe,3,0,1,0,3,girona,getafe,jorge figueroa vázquez
2023-08-20T17:30:00Z,2,barça,cádiz cf,2,0,0,0,2,barça,cádiz cf,alejandro muñiz ruiz
2023-08-20T19:30:00Z,2,real betis,atleti,0,0,0,0,0,draw,draw,ricardo de burgos
2023-08-21T17:00:00Z,2,alavés,sevilla fc,4,3,2,2,1,alavés,sevilla fc,guillermo cuadra fernández
2023-08-21T19:30:00Z,2,granada,rayo vallecano,0,2,0,0,2,rayo vallecano,granada,pablo gonzález fuertes
2023-08-25T17:30:00Z,3,las palmas,real sociedad,0,0,0,0,0,draw,draw,guillermo cuadra fernández
2023-08-25T19:30:00Z,3,celta,real madrid,0,1,0,0,1,real madrid,celta,isidro díaz de mera
2023-08-26T17:00:00Z,3,cádiz cf,almería,1,1,0,0,0,draw,draw,víctor garcía verdura
2023-08-26T17:30:00Z,3,granada,mallorca,3,2,1,1,1,granada,mallorca,francisco hernández maeso
2023-08-26T19:30:00Z,3,sevilla fc,girona,1,2,1,1,1,girona,sevilla fc,jesús gil manzano
2023-08-27T15:30:00Z,3,villarreal,barça,3,4,2,2,1,barça,villarreal,alejandro hernández hernández
2023-08-27T17:30:00Z,3,valencia,osasuna,1,2,0,1,1,osasuna,valencia,juan pulido santana
2023-08-27T19:30:00Z,3,athletic,real betis,4,2,3,2,2,athletic,real betis,césar soto grado
2023-08-28T17:30:00Z,3,getafe,alavés,1,0,0,0,1,getafe,alavés,juan martínez munuera
2023-08-28T19:30:00Z,3,rayo vallecano,atleti,0,7,0,3,7,atleti,rayo vallecano,josé munuera montero
2023-09-01T17:30:00Z,4,cádiz cf,villarreal,3,1,2,1,2,cádiz cf,villarreal,juan pulido santana
2023-09-01T20:00:00Z,4,almería,celta,2,3,0,2,1,celta,almería,ricardo de burgos
2023-09-02T12:00:00Z,4,real sociedad,granada,5,3,2,1,2,real sociedad,granada,javier iglesias villanueva
2023-09-02T14:15:00Z,4,real madrid,getafe,2,1,0,1,1,real madrid,getafe,mario melero lópez
2023-09-02T16:30:00Z,4,alavés,valencia,1,0,1,0,1,alavés,valencia,pablo gonzález fuertes
2023-09-02T19:00:00Z,4,real betis,rayo vallecano,1,0,0,0,1,real betis,rayo vallecano,alejandro muñiz ruiz
2023-09-03T12:00:00Z,4,girona,las palmas,1,0,0,0,1,girona,las palmas,mateo busquets ferrer
2023-09-03T14:15:00Z,4,mallorca,athletic,0,0,0,0,0,draw,draw,jorge figueroa vázquez
2023-09-03T19:00:00Z,4,osasuna,barça,1,2,0,1,1,barça,osasuna,miguel ortiz arias
2023-09-15T19:00:00Z,5,rayo vallecano,alavés,2,0,1,0,2,rayo vallecano,alavés,víctor garcía verdura
2023-09-16T12:00:00Z,5,athletic,cádiz cf,3,0,0,0,3,athletic,cádiz cf,guillermo cuadra fernández
2023-09-16T14:15:00Z,5,valencia,atleti,3,0,2,0,3,valencia,atleti,jesús gil manzano
2023-09-16T16:30:00Z,5,celta,mallorca,0,1,0,0,1,mallorca,celta,josé munuera montero
2023-09-16T19:00:00Z,5,barça,real betis,5,0,2,0,5,barça,real betis,josé sánchez martínez
2023-09-17T12:00:00Z,5,getafe,osasuna,3,2,1,1,1,getafe,osasuna,alejandro hernández hernández
2023-09-17T14:15:00Z,5,villarreal,almería,2,1,1,1,1,villarreal,almería,francisco hernández maeso
2023-09-17T16:30:00Z,5,sevilla fc,las palmas,1,0,0,0,1,sevilla fc,las palmas,juan martínez munuera
2023-09-17T19:00:00Z,5,real madrid,real sociedad,2,1,0,1,1,real madrid,real sociedad,césar soto grado
2023-09-18T19:00:00Z,5,granada,girona,2,4,0,3,2,girona,granada,isidro díaz de mera
2023-09-22T19:00:00Z,6,alavés,athletic,0,2,0,1,2,athletic,alavés,alejandro muñiz ruiz
2023-09-23T12:00:00Z,6,girona,mallorca,5,3,4,1,2,girona,mallorca,pablo gonzález fuertes
2023-09-23T14:15:00Z,6,osasuna,sevilla fc,0,0,0,0,0,draw,draw,javier iglesias villanueva
2023-09-23T16:30:00Z,6,barça,celta,3,2,0,1,1,barça,celta,mario melero lópez
2023-09-23T19:00:00Z,6,almería,valencia,2,2,0,1,0,draw,draw,mateo busquets ferrer
2023-09-24T12:00:00Z,6,real sociedad,getafe,4,3,1,2,1,real sociedad,getafe,juan pulido santana
2023-09-24T14:15:00Z,6,rayo vallecano,villarreal,1,1,1,1,0,draw,draw,jorge figueroa vázquez
2023-09-24T16:30:00Z,6,las palmas,granada,1,0,0,0,1,las palmas,granada,ricardo de burgos
2023-09-24T16:30:00Z,6,real betis,cádiz cf,1,1,0,1,0,draw,draw,miguel ortiz arias
2023-09-24T19:00:00Z,6,atleti,real madrid,3,1,2,1,2,atleti,real madrid,javier alberola rojas
2023-09-26T17:00:00Z,7,sevilla fc,almería,5,1,3,0,4,sevilla fc,almería,guillermo cuadra fernández
2023-09-26T19:30:00Z,7,mallorca,barça,2,2,2,1,0,draw,draw,alejandro muñiz ruiz
2023-09-27T17:00:00Z,7,athletic,getafe,2,2,1,0,0,draw,draw,isidro díaz de mera
2023-09-27T17:00:00Z,7,villarreal,girona,1,2,0,0,1,girona,villarreal,josé sánchez martínez
2023-09-27T17:00:00Z,7,real madrid,las palmas,2,0,1,0,2,real madrid,las palmas,josé munuera montero
2023-09-27T19:30:00Z,7,cádiz cf,rayo vallecano,0,0,0,0,0,draw,draw,francisco hernández maeso
2023-09-27T19:30:00Z,7,valencia,real sociedad,0,1,0,1,1,real sociedad,valencia,alejandro hernández hernández
2023-09-28T17:00:00Z,7,celta,alavés,1,1,1,0,0,draw,draw,césar soto grado
2023-09-28T17:00:00Z,7,granada,real betis,1,1,0,0,0,draw,draw,víctor garcía verdura
2023-09-28T19:30:00Z,7,osasuna,atleti,0,2,0,1,2,atleti,osasuna,juan martínez munuera
2023-09-29T19:00:00Z,8,barça,sevilla fc,1,0,0,0,1,barça,sevilla fc,miguel ortiz arias
2023-09-30T12:00:00Z,8,getafe,villarreal,0,0,0,0,0,draw,draw,mateo busquets ferrer
2023-09-30T14:15:00Z,8,rayo vallecano,mallorca,2,2,1,1,0,draw,draw,mario melero lópez
2023-09-30T16:30:00Z,8,girona,real madrid,0,3,0,2,3,real madrid,girona,juan pulido santana
2023-09-30T19:00:00Z,8,real sociedad,athletic,3,0,1,0,3,real sociedad,athletic,jesús gil manzano
2023-10-01T12:00:00Z,8,almería,granada,3,3,3,0,0,draw,draw,pablo gonzález fuertes
2023-10-01T14:15:00Z,8,alavés,osasuna,0,2,0,1,2,osasuna,alavés,jorge figueroa vázquez
2023-10-01T19:00:00Z,8,atleti,cádiz cf,3,2,1,2,1,atleti,cádiz cf,javier iglesias villanueva
2023-10-01T19:00:00Z,8,real betis,valencia,3,0,1,0,3,real betis,valencia,ricardo de burgos
2023-10-02T19:00:00Z,8,las palmas,celta,2,1,0,0,1,las palmas,celta,javier alberola rojas
2023-10-06T19:00:00Z,9,athletic,almería,3,0,1,0,3,athletic,almería,víctor garcía verdura
2023-10-07T12:00:00Z,9,cádiz cf,girona,0,1,0,0,1,girona,cádiz cf,juan martínez munuera
2023-10-07T14:15:00Z,9,real madrid,osasuna,4,0,1,0,4,real madrid,osasuna,guillermo cuadra fernández
2023-10-07T16:30:00Z,9,mallorca,valencia,1,1,1,1,0,draw,draw,francisco hernández maeso
2023-10-07T19:00:00Z,9,sevilla fc,rayo vallecano,2,2,0,2,0,draw,draw,isidro díaz de mera
2023-10-08T12:00:00Z,9,villarreal,las palmas,1,2,0,1,1,las palmas,villarreal,alejandro muñiz ruiz
2023-10-08T14:15:00Z,9,atleti,real sociedad,2,1,1,0,1,atleti,real sociedad,josé munuera montero
2023-10-08T16:30:00Z,9,celta,getafe,2,2,2,2,0,draw,draw,josé sánchez martínez
2023-10-08T16:30:00Z,9,alavés,real betis,1,1,1,1,0,draw,draw,alejandro hernández hernández
2023-10-08T19:00:00Z,9,granada,barça,2,2,2,1,0,draw,draw,césar soto grado
2023-10-20T19:00:00Z,10,osasuna,granada,2,0,1,0,2,osasuna,granada,mateo busquets ferrer
2023-10-21T12:00:00Z,10,real sociedad,mallorca,1,0,0,0,1,real sociedad,mallorca,jorge figueroa vázquez
2023-10-21T14:15:00Z,10,getafe,real betis,1,1,1,1,0,draw,draw,césar soto grado
2023-10-21T16:30:00Z,10,sevilla fc,real madrid,1,1,0,0,0,draw,draw,ricardo de burgos
2023-10-21T19:00:00Z,10,celta,atleti,0,3,0,1,3,atleti,celta,guillermo cuadra fernández
2023-10-22T12:00:00Z,10,las palmas,rayo vallecano,0,1,0,0,1,rayo vallecano,las palmas,javier iglesias villanueva
